"InstanceSizeFlexibilityGroup","ArmSkuName","Ratio"
"Virtual Machines DCadsv6-series Linux","Standard_DC2ads_v6","2"
"Virtual Machines DCadsv6-series Linux","Standard_DC32ads_v6","32"
"Virtual Machines DCadsv6-series Linux","Standard_DC48ads_v6","48"
"Virtual Machines DCadsv6-series Linux","Standard_DC4ads_v6","4"
"Virtual Machines DCadsv6-series Linux","Standard_DC64ads_v6","64"
"Virtual Machines DCadsv6-series Linux","Standard_DC8ads_v6","8"
"Virtual Machines DCadsv6-series Linux","Standard_DC96ads_v6","96"
"Virtual Machines DCasv6-series Linux","Standard_DC16as_v6","16"
"Virtual Machines DCasv6-series Linux","Standard_DC2as_v6","2"
"Virtual Machines DCasv6-series Linux","Standard_DC32as_v6","32"
"Virtual Machines DCasv6-series Linux","Standard_DC48as_v6","48"
"Virtual Machines DCasv6-series Linux","Standard_DC4as_v6","4"
"Virtual Machines DCasv6-series Linux","Standard_DC64as_v6","64"
"Virtual Machines DCasv6-series Linux","Standard_DC8as_v6","8"
"Virtual Machines DCasv6-series Linux","Standard_DC96as_v6","96"
"Virtual Machines DCedsv6-series Linux","Standard_DC128eds_v6","128"
"Virtual Machines DCedsv6-series Linux","Standard_DC16eds_v6","16"
"Virtual Machines DCedsv6-series Linux","Standard_DC2eds_v6","2"
"Virtual Machines DCedsv6-series Linux","Standard_DC32eds_v6","32"
"Virtual Machines DCedsv6-series Linux","Standard_DC48eds_v6","48"
"Virtual Machines DCedsv6-series Linux","Standard_DC4eds_v6","4"
"Virtual Machines DCedsv6-series Linux","Standard_DC64eds_v6","64"
"Virtual Machines DCedsv6-series Linux","Standard_DC8eds_v6","8"
"Virtual Machines DCedsv6-series Linux","Standard_DC96eds_v6","96"
"Virtual Machines DCesv6-series Linux","Standard_DC128es_v6","128"
"Virtual Machines DCesv6-series Linux","Standard_DC16es_v6","16"
"Virtual Machines DCesv6-series Linux","Standard_DC2es_v6","2"
"Virtual Machines DCesv6-series Linux","Standard_DC32es_v6","32"
"Virtual Machines DCesv6-series Linux","Standard_DC48es_v6","48"
"Virtual Machines DCesv6-series Linux","Standard_DC4es_v6","4"
"Virtual Machines DCesv6-series Linux","Standard_DC64es_v6","64"
"Virtual Machines DCesv6-series Linux","Standard_DC8es_v6","8"
"Virtual Machines DCesv6-series Linux","Standard_DC96es_v6","96"
"Virtual Machines Ddsv6-series DedicatedHost","ddsv6_type1","192"
"Virtual Machines Ddsv6-series Linux","Standard_D128ds_v6","127.56"
"Virtual Machines Ddsv6-series Linux","Standard_D16ds_v6","16"
"Virtual Machines Ddsv6-series Linux","Standard_D192ds_v6","191.36"
"Virtual Machines Ddsv6-series Linux","Standard_D2ds_v6","2"
"Virtual Machines Ddsv6-series Linux","Standard_D32ds_v6","31.88"
"Virtual Machines Ddsv6-series Linux","Standard_D48ds_v6","47.84"
"Virtual Machines Ddsv6-series Linux","Standard_D4ds_v6","4"
"Virtual Machines Ddsv6-series Linux","Standard_D64ds_v6","63.8"
"Virtual Machines Ddsv6-series Linux","Standard_D8ds_v6","8"
"Virtual Machines Ddsv6-series Linux","Standard_D96ds_v6","95.68"
"Virtual Machines Dldsv6-series Linux","Standard_D128lds_v6","128.36"
"Virtual Machines Dldsv6-series Linux","Standard_D16lds_v6","16"
"Virtual Machines Dldsv6-series Linux","Standard_D2lds_v6","2"
"Virtual Machines Dldsv6-series Linux","Standard_D32lds_v6","32"
"Virtual Machines Dldsv6-series Linux","Standard_D48lds_v6","48.14"
"Virtual Machines Dldsv6-series Linux","Standard_D4lds_v6","4"
"Virtual Machines Dldsv6-series Linux","Standard_D64lds_v6","64.18"
"Virtual Machines Dldsv6-series Linux","Standard_D8lds_v6","8"
"Virtual Machines Dldsv6-series Linux","Standard_D96lds_v6","96.28"
"Virtual Machines Dlsv6-Series Linux","Standard_D128ls_v6","128"
"Virtual Machines Dlsv6-Series Linux","Standard_D16ls_v6","16"
"Virtual Machines Dlsv6-Series Linux","Standard_D2ls_v6","2"
"Virtual Machines Dlsv6-Series Linux","Standard_D32ls_v6","32"
"Virtual Machines Dlsv6-Series Linux","Standard_D48ls_v6","48"
"Virtual Machines Dlsv6-Series Linux","Standard_D4ls_v6","4"
"Virtual Machines Dlsv6-Series Linux","Standard_D64ls_v6","64"
"Virtual Machines Dlsv6-Series Linux","Standard_D8ls_v6","8"
"Virtual Machines Dlsv6-Series Linux","Standard_D96ls_v6","96"
"Virtual Machines Dndv6-series Linux","Standard_D128nds_v6","128"
"Virtual Machines Dndv6-series Linux","Standard_D16nds_v6","16"
"Virtual Machines Dndv6-series Linux","Standard_D2nds_v6","2"
"Virtual Machines Dndv6-series Linux","Standard_D32nds_v6","32"
"Virtual Machines Dndv6-series Linux","Standard_D48nds_v6","48"
"Virtual Machines Dndv6-series Linux","Standard_D4nds_v6","4"
"Virtual Machines Dndv6-series Linux","Standard_D64nds_v6","64"
"Virtual Machines Dndv6-series Linux","Standard_D8nds_v6","8"
"Virtual Machines Dndv6-series Linux","Standard_D96nds_v6","96"
"Virtual Machines Dnldv6-series Linux","Standard_D128nlds_v6","128"
"Virtual Machines Dnldv6-series Linux","Standard_D16nlds_v6","16"
"Virtual Machines Dnldv6-series Linux","Standard_D2nlds_v6","2"
"Virtual Machines Dnldv6-series Linux","Standard_D32nlds_v6","32"
"Virtual Machines Dnldv6-series Linux","Standard_D48nlds_v6","48"
"Virtual Machines Dnldv6-series Linux","Standard_D4nlds_v6","4"
"Virtual Machines Dnldv6-series Linux","Standard_D64nlds_v6","64"
"Virtual Machines Dnldv6-series Linux","Standard_D8nlds_v6","8"
"Virtual Machines Dnldv6-series Linux","Standard_D96nlds_v6","96"
"Virtual Machines Dnlv6-series Linux","Standard_D128nls_v6","128"
"Virtual Machines Dnlv6-series Linux","Standard_D16nls_v6","16"
"Virtual Machines Dnlv6-series Linux","Standard_D2nls_v6","2"
"Virtual Machines Dnlv6-series Linux","Standard_D32nls_v6","32"
"Virtual Machines Dnlv6-series Linux","Standard_D48nls_v6","48"
"Virtual Machines Dnlv6-series Linux","Standard_D4nls_v6","4"
"Virtual Machines Dnlv6-series Linux","Standard_D64nls_v6","64"
"Virtual Machines Dnlv6-series Linux","Standard_D8nls_v6","8"
"Virtual Machines Dnlv6-series Linux","Standard_D96nls_v6","96"
"Virtual Machines Dnv6-series Linux","Standard_D128ns_v6","128"
"Virtual Machines Dnv6-series Linux","Standard_D16ns_v6","16"
"Virtual Machines Dnv6-series Linux","Standard_D2ns_v6","2"
"Virtual Machines Dnv6-series Linux","Standard_D32ns_v6","32"
"Virtual Machines Dnv6-series Linux","Standard_D48ns_v6","48"
"Virtual Machines Dnv6-series Linux","Standard_D4ns_v6","4"
"Virtual Machines Dnv6-series Linux","Standard_D64ns_v6","64"
"Virtual Machines Dnv6-series Linux","Standard_D8ns_v6","8"
"Virtual Machines Dnv6-series Linux","Standard_D96ns_v6","96"
"Virtual Machines Dpdsv6-series Linux","Standard_D16pds_v6","16"
"Virtual Machines Dpdsv6-series Linux","Standard_D2pds_v6","2"
"Virtual Machines Dpdsv6-series Linux","Standard_D32pds_v6","32"
"Virtual Machines Dpdsv6-series Linux","Standard_D48pds_v6","48"
"Virtual Machines Dpdsv6-series Linux","Standard_D4pds_v6","4"
"Virtual Machines Dpdsv6-series Linux","Standard_D64pds_v6","64"
"Virtual Machines Dpdsv6-series Linux","Standard_D8pds_v6","8"
"Virtual Machines Dpdsv6-series Linux","Standard_D96pds_v6","96"
"Virtual Machines Dpldsv6-series Linux","Standard_D16plds_v6","16"
"Virtual Machines Dpldsv6-series Linux","Standard_D2plds_v6","2"
"Virtual Machines Dpldsv6-series Linux","Standard_D32plds_v6","32"
"Virtual Machines Dpldsv6-series Linux","Standard_D48plds_v6","48"
"Virtual Machines Dpldsv6-series Linux","Standard_D4plds_v6","4"
"Virtual Machines Dpldsv6-series Linux","Standard_D64plds_v6","64"
"Virtual Machines Dpldsv6-series Linux","Standard_D8plds_v6","8"
"Virtual Machines Dpldsv6-series Linux","Standard_D96plds_v6","96"
"Virtual Machines Dplsv6-series Linux","Standard_D16pls_v6","16"
"Virtual Machines Dplsv6-series Linux","Standard_D2pls_v6","2"
"Virtual Machines Dplsv6-series Linux","Standard_D32pls_v6","32"
"Virtual Machines Dplsv6-series Linux","Standard_D48pls_v6","48"
"Virtual Machines Dplsv6-series Linux","Standard_D4pls_v6","4"
"Virtual Machines Dplsv6-series Linux","Standard_D64pls_v6","64"
"Virtual Machines Dplsv6-series Linux","Standard_D8pls_v6","8"
"Virtual Machines Dplsv6-series Linux","Standard_D96pls_v6","96"
"Virtual Machines Dpsv6-series Linux","Standard_D16ps_v6","16"
"Virtual Machines Dpsv6-series Linux","Standard_D2ps_v6","2"
"Virtual Machines Dpsv6-series Linux","Standard_D32ps_v6","32"
"Virtual Machines Dpsv6-series Linux","Standard_D48ps_v6","48"
"Virtual Machines Dpsv6-series Linux","Standard_D4ps_v6","4"
"Virtual Machines Dpsv6-series Linux","Standard_D64ps_v6","64"
"Virtual Machines Dpsv6-series Linux","Standard_D8ps_v6","8"
"Virtual Machines Dpsv6-series Linux","Standard_D96ps_v6","96"
"Virtual Machines Dsv6-series DedicatedHost","dsv6_type1","192"
"Virtual Machines Dsv6-series Linux","Standard_D128s_v6","127.74"
"Virtual Machines Dsv6-series Linux","Standard_D16s_v6","16"
"Virtual Machines Dsv6-series Linux","Standard_D192s_v6","191.62"
"Virtual Machines Dsv6-series Linux","Standard_D2s_v6","2"
"Virtual Machines Dsv6-series Linux","Standard_D32s_v6","32"
"Virtual Machines Dsv6-series Linux","Standard_D48s_v6","48"
"Virtual Machines Dsv6-series Linux","Standard_D4s_v6","4"
"Virtual Machines Dsv6-series Linux","Standard_D64s_v6","63.88"
"Virtual Machines Dsv6-series Linux","Standard_D8s_v6","8"
"Virtual Machines Dsv6-series Linux","Standard_D96s_v6","95.8"
"Virtual Machines Eadsv6-series Linux","Standard_E16ads_v6","16"
"Virtual Machines Eadsv6-series Linux","Standard_E20ads_v6","20"
"Virtual Machines Eadsv6-series Linux","Standard_E2ads_v6","2"
"Virtual Machines Eadsv6-series Linux","Standard_E32ads_v6","32"
"Virtual Machines Eadsv6-series Linux","Standard_E48ads_v6","48"
"Virtual Machines Eadsv6-series Linux","Standard_E4ads_v6","4"
"Virtual Machines Eadsv6-series Linux","Standard_E64ads_v6","64"
"Virtual Machines Eadsv6-series Linux","Standard_E8ads_v6","8"
"Virtual Machines Eadsv6-series Linux","Standard_E96ads_v6","96.14"
"Virtual Machines Eadsv7-series Linux","Standard_E128-32ads_v7","128"
"Virtual Machines Eadsv7-series Linux","Standard_E128-64ads_v7","128"
"Virtual Machines Eadsv7-series Linux","Standard_E128ads_v7","128"
"Virtual Machines Eadsv7-series Linux","Standard_E16-4ads_v7","16"
"Virtual Machines Eadsv7-series Linux","Standard_E16-8ads_v7","16"
"Virtual Machines Eadsv7-series Linux","Standard_E160ads_v7","160"
"Virtual Machines Eadsv7-series Linux","Standard_E16ads_v7","16"
"Virtual Machines Eadsv7-series Linux","Standard_E2ads_v7","2"
"Virtual Machines Eadsv7-series Linux","Standard_E32-16ads_v7","32"
"Virtual Machines Eadsv7-series Linux","Standard_E32-8ads_v7","32"
"Virtual Machines Eadsv7-series Linux","Standard_E32ads_v7","32"
"Virtual Machines Eadsv7-series Linux","Standard_E4-2ads_v7","4"
"Virtual Machines Eadsv7-series Linux","Standard_E48ads_v7","48"
"Virtual Machines Eadsv7-series Linux","Standard_E4ads_v7","4"
"Virtual Machines Eadsv7-series Linux","Standard_E64-16ads_v7","64"
"Virtual Machines Eadsv7-series Linux","Standard_E64-32ads_v7","64"
"Virtual Machines Eadsv7-series Linux","Standard_E64ads_v7","64"
"Virtual Machines Eadsv7-series Linux","Standard_E8-2ads_v7","8"
"Virtual Machines Eadsv7-series Linux","Standard_E8-4ads_v7","8"
"Virtual Machines Eadsv7-series Linux","Standard_E8ads_v7","8"
"Virtual Machines Eadsv7-series Linux","Standard_E96-24ads_v7","96"
"Virtual Machines Eadsv7-series Linux","Standard_E96-48ads_v7","96"
"Virtual Machines Eadsv7-series Linux","Standard_E96ads_v7","96"
"Virtual Machines Easv6-series DedicatedHost","easv6_type1","144"
"Virtual Machines Easv6-series Linux","Standard_E16as_v6","16"
"Virtual Machines Easv6-series Linux","Standard_E20as_v6","20"
"Virtual Machines Easv6-series Linux","Standard_E2as_v6","2"
"Virtual Machines Easv6-series Linux","Standard_E32as_v6","32"
"Virtual Machines Easv6-series Linux","Standard_E48as_v6","48"
"Virtual Machines Easv6-series Linux","Standard_E4as_v6","4"
"Virtual Machines Easv6-series Linux","Standard_E64as_v6","64.1"
"Virtual Machines Easv6-series Linux","Standard_E8as_v6","8"
"Virtual Machines Easv6-series Linux","Standard_E96as_v6","96.16"
"Virtual Machines Easv7-series Linux","Standard_E128-32as_v7","128"
"Virtual Machines Easv7-series Linux","Standard_E128-64as_v7","128"
"Virtual Machines Easv7-series Linux","Standard_E128as_v7","128"
"Virtual Machines Easv7-series Linux","Standard_E16-4as_v7","16"
"Virtual Machines Easv7-series Linux","Standard_E16-8as_v7","16"
"Virtual Machines Easv7-series Linux","Standard_E160as_v7","160"
"Virtual Machines Easv7-series Linux","Standard_E16as_v7","16"
"Virtual Machines Easv7-series Linux","Standard_E2as_v7","2"
"Virtual Machines Easv7-series Linux","Standard_E32-16as_v7","32"
"Virtual Machines Easv7-series Linux","Standard_E32-8as_v7","32"
"Virtual Machines Easv7-series Linux","Standard_E32as_v7","32"
"Virtual Machines Easv7-series Linux","Standard_E4-2as_v7","4"
"Virtual Machines Easv7-series Linux","Standard_E48as_v7","48"
"Virtual Machines Easv7-series Linux","Standard_E4as_v7","4"
"Virtual Machines Easv7-series Linux","Standard_E64-16as_v7","64"
"Virtual Machines Easv7-series Linux","Standard_E64-32as_v7","64"
"Virtual Machines Easv7-series Linux","Standard_E64as_v7","64"
"Virtual Machines Easv7-series Linux","Standard_E8-2as_v7","8"
"Virtual Machines Easv7-series Linux","Standard_E8-4as_v7","8"
"Virtual Machines Easv7-series Linux","Standard_E8as_v7","8"
"Virtual Machines Easv7-series Linux","Standard_E96-24as_v7","96"
"Virtual Machines Easv7-series Linux","Standard_E96-48as_v7","96"
"Virtual Machines Easv7-series Linux","Standard_E96as_v7","96"
"Virtual Machines ECadsv6-series Linux","Standard_EC16ads_v6","16"
"Virtual Machines ECadsv6-series Linux","Standard_EC2ads_v6","2"
"Virtual Machines ECadsv6-series Linux","Standard_EC32ads_v6","32"
"Virtual Machines ECadsv6-series Linux","Standard_EC48ads_v6","48"
"Virtual Machines ECadsv6-series Linux","Standard_EC4ads_v6","4"
"Virtual Machines ECadsv6-series Linux","Standard_EC64ads_v6","64"
"Virtual Machines ECadsv6-series Linux","Standard_EC8ads_v6","8"
"Virtual Machines ECadsv6-series Linux","Standard_EC96ads_v6","96"
"Virtual Machines ECasv6-series Linux","Standard_EC16as_v6","16"
"Virtual Machines ECasv6-series Linux","Standard_EC2as_v6","2"
"Virtual Machines ECasv6-series Linux","Standard_EC32as_v6","32"
"Virtual Machines ECasv6-series Linux","Standard_EC48as_v6","48"
"Virtual Machines ECasv6-series Linux","Standard_EC4as_v6","4"
"Virtual Machines ECasv6-series Linux","Standard_EC64as_v6","64"
"Virtual Machines ECasv6-series Linux","Standard_EC8as_v6","8"
"Virtual Machines ECasv6-series Linux","Standard_EC96as_v6","96"
"Virtual Machines ECedsv6-series Linux","Standard_EC16eds_v6","16"
"Virtual Machines ECedsv6-series Linux","Standard_EC2eds_v6","2"
"Virtual Machines ECedsv6-series Linux","Standard_EC32eds_v6","32"
"Virtual Machines ECedsv6-series Linux","Standard_EC48eds_v6","48"
"Virtual Machines ECedsv6-series Linux","Standard_EC4eds_v6","4"
"Virtual Machines ECedsv6-series Linux","Standard_EC64eds_v6","64"
"Virtual Machines ECedsv6-series Linux","Standard_EC8eds_v6","8"
"Virtual Machines ECesv6-series Linux","Standard_EC16es_v6","16"
"Virtual Machines ECesv6-series Linux","Standard_EC2es_v6","2"
"Virtual Machines ECesv6-series Linux","Standard_EC32es_v6","32"
"Virtual Machines ECesv6-series Linux","Standard_EC48es_v6","48"
"Virtual Machines ECesv6-series Linux","Standard_EC4es_v6","4"
"Virtual Machines ECesv6-series Linux","Standard_EC64es_v6","64"
"Virtual Machines ECesv6-series Linux","Standard_EC8es_v6","8"
"Virtual Machines Edsv6-series Linux","Standard_E128-32ds_v6","127.62"
"Virtual Machines Edsv6-series Linux","Standard_E128-64ds_v6","127.62"
"Virtual Machines Edsv6-series Linux","Standard_E128ds_v6","127.62"
"Virtual Machines Edsv6-series Linux","Standard_E16-4ds_v6","16"
"Virtual Machines Edsv6-series Linux","Standard_E16-8ds_v6","16"
"Virtual Machines Edsv6-series Linux","Standard_E16ds_v6","16"
"Virtual Machines Edsv6-series Linux","Standard_E192ids_v6","210.58"
"Virtual Machines Edsv6-series Linux","Standard_E20ds_v6","20"
"Virtual Machines Edsv6-series Linux","Standard_E2ds_v6","2"
"Virtual Machines Edsv6-series Linux","Standard_E32-16ds_v6","32"
"Virtual Machines Edsv6-series Linux","Standard_E32-8ds_v6","32"
"Virtual Machines Edsv6-series Linux","Standard_E32ds_v6","32"
"Virtual Machines Edsv6-series Linux","Standard_E4-2ds_v6","4"
"Virtual Machines Edsv6-series Linux","Standard_E48ds_v6","47.86"
"Virtual Machines Edsv6-series Linux","Standard_E4ds_v6","4"
"Virtual Machines Edsv6-series Linux","Standard_E64-16ds_v6","63.82"
"Virtual Machines Edsv6-series Linux","Standard_E64-32ds_v6","63.82"
"Virtual Machines Edsv6-series Linux","Standard_E64ds_v6","63.82"
"Virtual Machines Edsv6-series Linux","Standard_E8-2ds_v6","8"
"Virtual Machines Edsv6-series Linux","Standard_E8-4ds_v6","8"
"Virtual Machines Edsv6-series Linux","Standard_E8ds_v6","8"
"Virtual Machines Edsv6-series Linux","Standard_E96-24ds_v6","95.72"
"Virtual Machines Edsv6-series Linux","Standard_E96-48ds_v6","95.72"
"Virtual Machines Edsv6-series Linux","Standard_E96ds_v6","95.72"
"Virtual Machines Endv6-series Linux","Standard_E128nds_v6","128"
"Virtual Machines Endv6-series Linux","Standard_E16nds_v6","16"
"Virtual Machines Endv6-series Linux","Standard_E2nds_v6","2"
"Virtual Machines Endv6-series Linux","Standard_E32nds_v6","32"
"Virtual Machines Endv6-series Linux","Standard_E48nds_v6","48"
"Virtual Machines Endv6-series Linux","Standard_E4nds_v6","4"
"Virtual Machines Endv6-series Linux","Standard_E64nds_v6","64"
"Virtual Machines Endv6-series Linux","Standard_E8nds_v6","8"
"Virtual Machines Endv6-series Linux","Standard_E96nds_v6","96"
"Virtual Machines Env6-series Linux","Standard_E128ns_v6","128"
"Virtual Machines Env6-series Linux","Standard_E16ns_v6","16"
"Virtual Machines Env6-series Linux","Standard_E2ns_v6","2"
"Virtual Machines Env6-series Linux","Standard_E32ns_v6","32"
"Virtual Machines Env6-series Linux","Standard_E48ns_v6","48"
"Virtual Machines Env6-series Linux","Standard_E4ns_v6","4"
"Virtual Machines Env6-series Linux","Standard_E64ns_v6","64"
"Virtual Machines Env6-series Linux","Standard_E8ns_v6","8"
"Virtual Machines Env6-series Linux","Standard_E96ns_v6","96"
"Virtual Machines Epdsv6-series Linux","Standard_E16pds_v6","16"
"Virtual Machines Epdsv6-series Linux","Standard_E2pds_v6","2"
"Virtual Machines Epdsv6-series Linux","Standard_E32pds_v6","32"
"Virtual Machines Epdsv6-series Linux","Standard_E48pds_v6","48"
"Virtual Machines Epdsv6-series Linux","Standard_E4pds_v6","4"
"Virtual Machines Epdsv6-series Linux","Standard_E64pds_v6","64"
"Virtual Machines Epdsv6-series Linux","Standard_E8pds_v6","8"
"Virtual Machines Epdsv6-series Linux","Standard_E96pds_v6","96"
"Virtual Machines Epsv6-series Linux","Standard_E16ps_v6","16"
"Virtual Machines Epsv6-series Linux","Standard_E2ps_v6","2"
"Virtual Machines Epsv6-series Linux","Standard_E32ps_v6","32"
"Virtual Machines Epsv6-series Linux","Standard_E48ps_v6","48"
"Virtual Machines Epsv6-series Linux","Standard_E4ps_v6","4"
"Virtual Machines Epsv6-series Linux","Standard_E64ps_v6","64"
"Virtual Machines Epsv6-series Linux","Standard_E8ps_v6","8"
"Virtual Machines Epsv6-series Linux","Standard_E96ps_v6","96"
"Virtual Machines Esv6-series DedicatedHost","esv6_type1","192"
"Virtual Machines Esv6-series Linux","Standard_E128-32s_v6","128.28"
"Virtual Machines Esv6-series Linux","Standard_E128-64s_v6","128.28"
"Virtual Machines Esv6-series Linux","Standard_E128s_v6","128.28"
"Virtual Machines Esv6-series Linux","Standard_E16-4s_v6","16"
"Virtual Machines Esv6-series Linux","Standard_E16-8s_v6","16"
"Virtual Machines Esv6-series Linux","Standard_E16s_v6","16"
"Virtual Machines Esv6-series Linux","Standard_E192is_v6","211.68"
"Virtual Machines Esv6-series Linux","Standard_E20s_v6","20"
"Virtual Machines Esv6-series Linux","Standard_E2s_v6","2"
"Virtual Machines Esv6-series Linux","Standard_E32-16s_v6","32"
"Virtual Machines Esv6-series Linux","Standard_E32-8s_v6","32"
"Virtual Machines Esv6-series Linux","Standard_E32s_v6","32"
"Virtual Machines Esv6-series Linux","Standard_E4-2s_v6","4"
"Virtual Machines Esv6-series Linux","Standard_E48s_v6","48.1"
"Virtual Machines Esv6-series Linux","Standard_E4s_v6","4"
"Virtual Machines Esv6-series Linux","Standard_E64-16s_v6","64.16"
"Virtual Machines Esv6-series Linux","Standard_E64-32s_v6","64.16"
"Virtual Machines Esv6-series Linux","Standard_E64s_v6","64.16"
"Virtual Machines Esv6-series Linux","Standard_E8-2s_v6","8"
"Virtual Machines Esv6-series Linux","Standard_E8-4s_v6","8"
"Virtual Machines Esv6-series Linux","Standard_E8s_v6","8"
"Virtual Machines Esv6-series Linux","Standard_E96-24s_v6","96.22"
"Virtual Machines Esv6-series Linux","Standard_E96-48s_v6","96.22"
"Virtual Machines Esv6-series Linux","Standard_E96s_v6","96.22"
"Virtual Machines Fadsv7-series Linux","Standard_F16ads_v7","16"
"Virtual Machines Fadsv7-series Linux","Standard_F1ads_v7","1"
"Virtual Machines Fadsv7-series Linux","Standard_F2ads_v7","2"
"Virtual Machines Fadsv7-series Linux","Standard_F32ads_v7","32"
"Virtual Machines Fadsv7-series Linux","Standard_F48ads_v7","48"
"Virtual Machines Fadsv7-series Linux","Standard_F4ads_v7","4"
"Virtual Machines Fadsv7-series Linux","Standard_F64ads_v7","64"
"Virtual Machines Fadsv7-series Linux","Standard_F80ads_v7","80"
"Virtual Machines Fadsv7-series Linux","Standard_F8ads_v7","8"
"Virtual Machines Faldsv7-series Linux","Standard_F16alds_v7","16"
"Virtual Machines Faldsv7-series Linux","Standard_F1alds_v7","1"
"Virtual Machines Faldsv7-series Linux","Standard_F2alds_v7","2"
"Virtual Machines Faldsv7-series Linux","Standard_F32alds_v7","32"
"Virtual Machines Faldsv7-series Linux","Standard_F48alds_v7","48"
"Virtual Machines Faldsv7-series Linux","Standard_F4alds_v7","4"
"Virtual Machines Faldsv7-series Linux","Standard_F64alds_v7","64"
"Virtual Machines Faldsv7-series Linux","Standard_F80alds_v7","80"
"Virtual Machines Faldsv7-series Linux","Standard_F8alds_v7","8"
"Virtual Machines Falsv6-series Linux","Standard_F16als_v6","16"
"Virtual Machines Falsv6-series Linux","Standard_F2als_v6","2"
"Virtual Machines Falsv6-series Linux","Standard_F32als_v6","32"
"Virtual Machines Falsv6-series Linux","Standard_F48als_v6","48"
"Virtual Machines Falsv6-series Linux","Standard_F4als_v6","4"
"Virtual Machines Falsv6-series Linux","Standard_F64als_v6","64"
"Virtual Machines Falsv6-series Linux","Standard_F8als_v6","8"
"Virtual Machines Falsv7-series Linux","Standard_F16als_v7","16"
"Virtual Machines Falsv7-series Linux","Standard_F1als_v7","1"
"Virtual Machines Falsv7-series Linux","Standard_F2als_v7","2"
"Virtual Machines Falsv7-series Linux","Standard_F32als_v7","32"
"Virtual Machines Falsv7-series Linux","Standard_F48als_v7","48"
"Virtual Machines Falsv7-series Linux","Standard_F4als_v7","4"
"Virtual Machines Falsv7-series Linux","Standard_F64als_v7","64"
"Virtual Machines Falsv7-series Linux","Standard_F80als_v7","80"
"Virtual Machines Falsv7-series Linux","Standard_F8als_v7","8"
"Virtual Machines Famdsv7-series Linux","Standard_F16-4amds_v7","16"
"Virtual Machines Famdsv7-series Linux","Standard_F16-8amds_v7","16"
"Virtual Machines Famdsv7-series Linux","Standard_F16amds_v7","16"
"Virtual Machines Famdsv7-series Linux","Standard_F1amds_v7","1"
"Virtual Machines Famdsv7-series Linux","Standard_F2-1amds_v7","2"
"Virtual Machines Famdsv7-series Linux","Standard_F2amds_v7","2"
"Virtual Machines Famdsv7-series Linux","Standard_F32-16amds_v7","32"
"Virtual Machines Famdsv7-series Linux","Standard_F32-8amds_v7","32"
"Virtual Machines Famdsv7-series Linux","Standard_F32amds_v7","32"
"Virtual Machines Famdsv7-series Linux","Standard_F4-1amds_v7","4"
"Virtual Machines Famdsv7-series Linux","Standard_F4-2amds_v7","4"
"Virtual Machines Famdsv7-series Linux","Standard_F48amds_v7","48"
"Virtual Machines Famdsv7-series Linux","Standard_F4amds_v7","4"
"Virtual Machines Famdsv7-series Linux","Standard_F64-16amds_v7","64"
"Virtual Machines Famdsv7-series Linux","Standard_F64-32amds_v7","64"
"Virtual Machines Famdsv7-series Linux","Standard_F64amds_v7","64"
"Virtual Machines Famdsv7-series Linux","Standard_F8-2amds_v7","8"
"Virtual Machines Famdsv7-series Linux","Standard_F8-4amds_v7","8"
"Virtual Machines Famdsv7-series Linux","Standard_F80amds_v7","80"
"Virtual Machines Famdsv7-series Linux","Standard_F8amds_v7","8"
"Virtual Machines Famsv6-series Linux","Standard_F16ams_v6","16"
"Virtual Machines Famsv6-series Linux","Standard_F2ams_v6","2"
"Virtual Machines Famsv6-series Linux","Standard_F32ams_v6","32"
"Virtual Machines Famsv6-series Linux","Standard_F48ams_v6","48"
"Virtual Machines Famsv6-series Linux","Standard_F4ams_v6","4"
"Virtual Machines Famsv6-series Linux","Standard_F64ams_v6","64"
"Virtual Machines Famsv6-series Linux","Standard_F8ams_v6","8"
"Virtual Machines Famsv7-series Linux","Standard_F16-4ams_v7","16"
"Virtual Machines Famsv7-series Linux","Standard_F16-8ams_v7","16"
"Virtual Machines Famsv7-series Linux","Standard_F16ams_v7","16"
"Virtual Machines Famsv7-series Linux","Standard_F1ams_v7","1"
"Virtual Machines Famsv7-series Linux","Standard_F2-1ams_v7","2"
"Virtual Machines Famsv7-series Linux","Standard_F2ams_v7","2"
"Virtual Machines Famsv7-series Linux","Standard_F32-16ams_v7","32"
"Virtual Machines Famsv7-series Linux","Standard_F32-8ams_v7","32"
"Virtual Machines Famsv7-series Linux","Standard_F32ams_v7","32"
"Virtual Machines Famsv7-series Linux","Standard_F4-1ams_v7","4"
"Virtual Machines Famsv7-series Linux","Standard_F4-2ams_v7","4"
"Virtual Machines Famsv7-series Linux","Standard_F48ams_v7","48"
"Virtual Machines Famsv7-series Linux","Standard_F4ams_v7","4"
"Virtual Machines Famsv7-series Linux","Standard_F64-16ams_v7","64"
"Virtual Machines Famsv7-series Linux","Standard_F64-32ams_v7","64"
"Virtual Machines Famsv7-series Linux","Standard_F64ams_v7","64"
"Virtual Machines Famsv7-series Linux","Standard_F8-2ams_v7","8"
"Virtual Machines Famsv7-series Linux","Standard_F8-4ams_v7","8"
"Virtual Machines Famsv7-series Linux","Standard_F80ams_v7","80"
"Virtual Machines Famsv7-series Linux","Standard_F8ams_v7","8"
"Virtual Machines Fasv6-series Linux","Standard_F16as_v6","16"
